Manufacturer,Model #,Form Factor,Wattage,0.1,0.2,0.5,1,Rating,Date Certified
Forgame,OEM_GX850,"ATX12V, EPS12V",850,0.8275,0.8762,0.9063,0.8945,Gold,15/05/2018
Segotep,BP750(SG-750B),ATX12V,750,0.8124,0.8614,0.8774,0.8397,Bronze,15/05/2018
"Mistel Co.,Ltd.",MX550 FANLESS,ATX12V,550,0.8466,0.8982,0.921,0.9106,Gold,15/05/2018
1st Player,PS-1000SP,"ATX12V, EPS12V",1000,0.8372,0.8866,0.9067,0.8909,Gold,15/05/2018
1st Player,PS-850SP,"ATX12V, EPS12V",850,0.8275,0.8762,0.9063,0.8945,Gold,15/05/2018
Antec,NE500C,"ATX12V, EPS12V",500,0.7997,0.8475,0.8644,0.8377,Bronze,15/05/2018
Segotep,BP550(SG-550B),ATX12V,550,0.7698,0.838,0.8683,0.8446,Bronze,14/05/2018
Segotep,BP650(SG-650B,ATX12V,650,0.7911,0.8523,0.8745,0.8441,Bronze,14/05/2018
Enhance Electronics,ATX2770,ATX12V,700,0.8689,0.9073,0.9186,0.8927,Gold,14/05/2018
Enhance Electronics,ATX2750,atx12v,500,0.8451,0.8897,0.9132,0.9024,Gold,14/05/2018
"HP, Inc.",PA-2251-5,Other,250,0.9027,0.9269,0.9295,0.9025,Platinum,11/05/2018
Cooler Master,MPZ-A001-AFBAPV,EPS12V,1000,0.8681,0.9077,0.9251,0.9071,Platinum,11/05/2018
Cooler Master,MPZ-D001-AFBAP,EPS12V,1300,0.8803,0.913,0.9244,0.8974,Platinum,11/05/2018
Cooler Master,MPZ-8501-AFBAP,EPS12V,850,0.8672,0.9066,0.9244,0.9054,Platinum,11/05/2018
Corsair,RPS0113 (CP-9020151) (AX850),ATX12V,850,0.9171,0.9437,0.9424,0.9259,Titanium,10/05/2018
Corsair,RPS0114 (CP-9020152) (AX1000),ATX12V,1000,0.9224,0.9427,0.943,0.9213,Titanium,10/05/2018
"Daten Technologia, Ltd.",DTS180PBR,TFX,180,0.834,0.888,0.9231,0.9225,Gold,10/05/2018
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",E750,ATX12V,750,0.8338,0.8877,0.9058,0.8768,Gold,04/05/2018
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-M500SPWA,ATX12V,400,0.7697,0.8357,0.8592,0.8257,Bronze,04/05/2018
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-ATX750BL,ATX12V,750,0.8338,0.8877,0.9058,0.8768,Gold,04/05/2018
"Andyson International Co., Ltd.",AD-Q600,ATX12V`,600,0.8282,0.8774,0.8948,0.8731,Silver,23/04/2018
Chieftec,BBS-500S,"ATX12V, EPS12V, PS2",500,0.8438,0.8915,0.9081,0.8785,Gold,20/04/2018
Thermaltake,SP-700AH2NCG Toughpower GX1 700W,"ATX12V, EPS12V, PS2",700,0.8605,0.9004,0.9114,0.8744,Gold,20/04/2018
Thermaltake,SP-500AH2NCG Toughpower GX1 500W,"ATX12V, EPS12V, PS2",500,0.8438,0.8915,0.9081,0.8785,Gold,20/04/2018
Thermaltake,SP-600AH2NCG Toughpower GX1 600W,"ATX12V, EPS12V, PS2",600,0.8573,0.8975,0.9096,0.8763,Gold,20/04/2018
"Delta Electronics, Inc.",GPS-1000DB,ATX12V,1000,0.8574,0.9027,0.9221,0.9029,Platinum,19/04/2018
"Delta Electronics, Inc.",GPS-850KB,ATX12V,850,0.8572,0.9022,0.9214,0.9029,Platinum,19/04/2018
"Delta Electronics, Inc.",GPS-1300CB,ATX12V,1300,0.8768,0.9125,0.9224,0.8974,Platinum,18/04/2018
"High Power Electric Co., Ltd.",GP1200B-OCDG,ATX12V,1200,0.9002,0.9258,0.9255,0.8947,Platinum,17/04/2018
Kolink,KL-C1200PL,ATX12V,1200,0.9002,0.9258,0.9255,0.8947,Platinum,17/04/2018
"High Power Electric Co., Ltd.",GP1050B-OCDG,ATX12V,1050,0.8948,0.9285,0.9275,0.8996,Platinum,16/04/2018
Kolink,KL-C1050PL,ATX12V,1050,0.8948,0.9285,0.9275,0.8996,Platinum,16/04/2018
FSP Technology Inc.,FSP250-20TGPAA,Custom,250,0.8643,0.9006,0.9246,0.9106,Platinum,16/04/2018
FSP Technology Inc.,FSP180-10TGBAA,Custom,180,0.8208,0.8367,0.8529,0.8374,Bronze,16/04/2018
EVGA,1600 G+,"ATX12V, EPS12V",1600,0.867,0.9046,0.9205,0.8973,Platinum,13/04/2018
EVGA,1300 G+,"ATX12V, EPS12V",1300,0.8847,0.9167,0.9253,0.8975,Platinum,13/04/2018
Antec,X5000A704C-18V1,"ATX12V, EPS12V",550,0.7979,0.8544,0.8711,0.8293,Bronze,28/03/2018
Antec,X5000A706C-18V1,"ATX12V, EPS12V",650,0.8316,0.8755,0.8825,0.8431,Bronze,28/03/2018
CSL Computer GmbH & Co. KG,PB600M,ATX12V,600,0.8376,0.8853,0.9077,0.8814,Gold,27/03/2018
Chieftec,BBS-600S,ATX12V,600,0.8376,0.8853,0.9077,0.8814,Gold,27/03/2018
Channel Well Technology Co.,GPS600S-G,ATX12V,600,0.8376,0.8853,0.9077,0.8814,Gold,27/03/2018
EVGA,700 W,ATX12V,700,0.8024,0.8472,0.8579,0.8204,Bronze,21/03/2018
EVGA,700 BR,ATX12V,700,0.8024,0.8538,0.8698,0.8345,Bronze,20/03/2018
EVGA,600 BR,ATX12V,600,0.8204,0.8639,0.8763,0.8387,Bronze,20/03/2018
EVGA,500 BR,ATX12V,500,0.8057,0.8552,0.8675,0.8304,Bronze,20/03/2018
"HP, Inc.",D17-250P3A,Custom,250,0.8761,0.9073,0.9272,0.9098,Platinum,19/03/2018
"HP, Inc.",D17-250P2A,Custom,250,0.8706,0.9048,0.9253,0.908,Platinum,19/03/2018
EVGA,450 BR,ATX12V,450,0.7944,0.8489,0.866,0.8316,Bronze,19/03/2018
"HP, Inc.",PCH017,Custom,250,0.889,0.9113,0.9262,0.9009,Platinum,16/03/2018
3Y Power Technology,YM-4401A,Custom,400,0.77,0.8558,0.9003,0.9061,Silver,16/03/2018
SilverStone Technology Inc.,SST-FX350-G,FLEX ATX,350,0.8236,0.8839,0.907,0.8858,Gold,15/03/2018
SilverStone Technology Inc.,SST-ET450-B,"ATX12V, PS2",450,0.7822,0.8383,0.8592,0.8259,Bronze,15/03/2018
SilverStone Technology Inc.,SST-ET750-B,"ATX12V, PS2",750,0.8534,0.8854,0.8861,0.8327,Bronze,15/03/2018
NZXT,NP-1PM-E500A,"ATX12V, EPS12V, PS2",500,0.8379,0.8896,0.9063,0.8842,Gold,13/03/2018
Chieftec,GPS-1450C,ATX12V,1450,0.8609,0.9103,0.9165,0.8787,Gold,12/03/2018
Chieftec,GPS-1350C,ATX12V,1350,0.8723,0.9126,0.9202,0.884,Gold,12/03/2018
Skydigital,PS5-1350RV GOLD,ATX12V,1350,0.8723,0.9126,0.9202,0.884,Gold,12/03/2018
Lite-On Technology Corporation,PA-4501-1A,ATX12V,500,0.8372,0.8898,0.9067,0.8817,Gold,08/03/2018
"Delta Electronics, Inc.",DPS-500AB-22L,FLEX ATX,500,0.8597,0.9019,0.9169,0.8929,Gold,08/03/2018
Compuware Technology Inc.,CPS-5011-4AXXX,1U,500,0.8438,0.9097,0.9267,0.9097,Platinum,07/03/2018
Compuware Technology Inc.,CPS-4011-3AXXX,1U,400,0.8205,0.9112,0.9236,0.9082,Platinum,07/03/2018
"Delta Electronics, Inc.",GPS-500EB,ATX12V,500,0.7853,0.8375,0.8571,0.8374,Bronze,07/03/2018
"GAMDIAS Technology Co., Ltd.",KRATOS P1A-750G,ATX12V,750,0.8558,0.8932,0.9006,0.8713,Gold,02/03/2018
"GAMDIAS Technology Co., Ltd.",ASTRAPE P1-750G,ATX12V,750,0.8558,0.8932,0.9006,0.8713,Gold,02/03/2018
"GAMDIAS Technology Co., Ltd.",KRATOS P1-650G,ATX12V,650,0.8714,0.8935,0.9073,0.8805,Gold,01/03/2018
"GAMDIAS Technology Co., Ltd.",ASTRAPE P1-650G,ATX12V,650,0.8714,0.8935,0.9073,0.8805,Gold,01/03/2018
Lite-On Technology Corporation,PA-2301-3U,ATX12V,300,0.8844,0.917,0.9246,0.9015,Platinum,23/02/2018
Lite-On Technology Corporation,PA-2301-3,ATX12V,300,0.8844,0.917,0.9246,0.9015,Platinum,23/02/2018
Lite-On Technology Corporation,PA-2251-2,ATX12V,250,0.9554,0.9135,0.9274,0.9054,Platinum,23/02/2018
Lite-On Technology Corporation,PA-1181-10AB,ATX12V,180,0.8511,0.901,0.9236,0.9062,Platinum,22/02/2018
Lite-On Technology Corporation,PA-1181-10AC,ATX12V,180,0.7826,0.8423,0.8648,0.8415,Bronze,22/02/2018
Segotep,KL-650W (SG-650P),EPS12V,650,0.8744,0.9128,0.9294,0.9202,Platinum,15/02/2018
HuntKey,HK700-35FP,ATX12V,600,0.8175,0.8526,0.8546,0.8041,Standard,14/02/2018
Chicony Power,D15-850P1A,ATX12V,850,0.797,0.8519,0.8793,0.8402,Bronze,14/02/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS800ALG(90+),EPS12V,700,0.8272,0.8876,0.9108,0.8843,Gold,09/02/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",750ALG,EPS12V,650,0.8559,0.8989,0.9094,0.8852,Gold,09/02/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS400ELB(85+),EPS12V,400,0.7868,0.8423,0.8649,0.8376,Bronze,09/02/2018
Chicony Power,D17-300P2A,ATX12V,300,0.8808,0.911,0.9272,0.905,Platinum,06/02/2018
Lite-On Technology Corporation,PA-2181-1LA,Custom,180,0.9019,0.9333,0.9434,0.9281,Titanium,31/01/2018
Xigmatek,XFP1350,ATX12V,1350,0.9126,0.9343,0.9309,0.9034,Platinum,30/01/2018
Caseking Kellytech Ltd,Kolink KL-C850,ATX12V,850,0.8211,0.87,0.8878,0.8516,Silver,30/01/2018
Caseking Kellytech Ltd,Kolink KL-C1000,ATX12V,1000,0.8282,0.8741,0.8891,0.8506,Silver,30/01/2018
"High Power Electric Co., Ltd.",GP1350B-OCDG,ATX12V,1350,0.9126,0.9343,0.9309,0.9034,Platinum,30/01/2018
LOGIN INFORMÁTICA COMÉRCIO E REPRESENTAÇÃO LTD,LOG-180P2A,TFX,180,0.8576,0.911,0.9274,0.9069,Platinum,29/01/2018
Chicony Power,D17-180P2A,TFX,180,0.8576,0.911,0.9274,0.9069,Platinum,29/01/2018
Chicony Power,D17-180P1A,TFX,180,0.8297,0.8769,0.8914,0.8546,Silver,29/01/2018
Fujitsu,S26113-E602-V20,Custom,250,0.8688,0.9047,0.9237,0.9024,Platinum,29/01/2018
Fujitsu,S26113-E602-V21,Custom,250,0.87,0.9049,0.9231,0.9019,Platinum,29/01/2018
Antec,HCG850 Bronze,"ATX12V, EPS12V",850,0.8125,0.8681,0.8826,0.8331,Bronze,24/01/2018
Antec,HCG750 Bronze,"ATX12V, EPS12V",750,0.8068,0.8602,0.8814,0.841,Bronze,24/01/2018
Dell,L300EGM-00,ATX12V,300,0.8525,0.8903,0.9058,0.8816,Gold,23/01/2018
Antec,X7000A078-17,"ATX12V, EPS12V",650,0.8664,0.9044,0.9189,0.8928,Gold,22/01/2018
Antec,X7000A076-17,"ATX12V, EPS12V",500,0.8387,0.892,0.9108,0.8963,Gold,22/01/2018
Antec,X7000A077-17,"ATX12V, EPS12V",550,0.8444,0.8949,0.9108,0.8916,Gold,22/01/2018
Fujitsu,S26113-E604-V50,SFX,360,0.8499,0.8944,0.9112,0.8862,Gold,19/01/2018
PowerSpec,PSX 850GFM,ATX12V,850,0.8649,0.9071,0.9154,0.8798,Gold,17/01/2018
COLETEK,PS-G600M,ATX12V,600,0.7426,0.8131,0.8467,0.8193,Standard,16/01/2018
COLETEK,PS-G700M,ATX12V,700,0.7703,0.8329,0.8539,0.8127,Standard,16/01/2018
Super Micro Computer Inc.,PWS-668-PQ,PS2,668,0.8692,0.9052,0.9256,0.905,Platinum,15/01/2018
"Daten Technologia, Ltd.",DTD240GBR v2,TFX,240,0.8079,0.8726,0.9043,0.8852,Gold,12/01/2018
LOGIN INFORMÁTICA COMÉRCIO E REPRESENTAÇÃO LTD,LOG-200TPW,TFX,200,0.8491,0.9028,0.928,0.9226,Platinum,11/01/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS700ELA(85+),EPS12V,700,0.8653,0.9013,0.8961,0.8444,Bronze,10/01/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS400ELA(85+),EPS12V,400,0.7925,0.8585,0.8848,0.8529,Silver,10/01/2018
Fujitsu,S26113-E601-V70-**,Custom,250,0.861,0.8903,0.8967,0.859,Silver,10/01/2018
Fujitsu,S26113-E601-V71-**,Custom,250,0.8233,0.865,0.8845,0.8573,Silver,10/01/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",750ELG,EPS12V,650,0.8732,0.9069,0.9208,0.895,Platinum,09/01/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS800ELA(90+),EPS12V,700,0.8745,0.9116,0.9212,0.8961,Platinum,09/01/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS650ELA(85+),EPS12V,650,0.857,0.8954,0.894,0.8457,Bronze,09/01/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",EPS550ELA(85+),EPS12V,550,0.8062,0.8655,0.8832,0.8423,Bronze,09/01/2018
"Dongguan Golden Field Industrial Co., Ltd(DG)",650ALG,EPS12V,550,0.8551,0.9023,0.9166,0.9008,Gold,08/01/2018
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-TFX300AWD,TFX,300,0.7764,0.8411,0.8612,0.8425,Bronze,08/01/2018
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-TFX200AWD,TFX,200,0.7543,0.8256,0.8608,0.8408,Bronze,08/01/2018
GAMEMAX,GS-230,SFX,230,0.7447,0.8239,0.8684,0.8593,Bronze,08/01/2018
EXO S.A.,GS-230,SFX,230,0.7447,0.8239,0.8684,0.8593,Bronze,08/01/2018
Corsair,RPS0110 (CP-9020188) (RM850x),ATX12V,850,0.8679,0.9018,0.9084,0.8709,Gold,05/01/2018
Corsair,RPS0109 (CP-9020187) (RM750x),ATX12V,750,0.8492,0.8948,0.905,0.8718,Gold,05/01/2018
Corsair,RPS0109 (CP-9020179) (RM750X),ATX12V,750,0.8492,0.8948,0.905,0.8718,Gold,05/01/2018
Corsair,RPS0108 (CP-9020178) (RM650X),ATX12V,650,0.8521,0.8879,0.9011,0.8728,Gold,05/01/2018
Corsair,RPS0107 (CP-9020177) (RM550X),ATX12V,550,0.8385,0.8859,0.9045,0.878,Gold,05/01/2018
Corsair,RPS0110 (CP-9020180) (RM850X),ATX12V,850,0.8679,0.9018,0.9084,0.8709,Gold,05/01/2018
Zippy Technology Corp.,M1P-2500K2,1U,500,0.8934,0.9281,0.9443,0.9325,Platinum,05/01/2018
SAMA,ETX-450-1,ATX12V,450,0.8396,0.8929,0.9129,0.8899,Gold,05/01/2018
Dell,D460EGM-00,ATX12V,460,0.8487,0.8926,0.9072,0.8805,Gold,04/01/2018
Dell,D300EGM-00,ATX12V,300,0.8585,0.8892,0.9034,0.874,Gold,04/01/2018
"HP, Inc.",PS-310AB-3 A,Other,310,0.8592,0.9001,0.9097,0.8806,Gold,04/01/2018
Corsair,RPS0036 (CP-9020087) (AX1600i),ATX12V,1600,0.9253,0.9459,0.9463,0.9247,Titanium,03/01/2018
Sentey,GSP1600-HM,ATX12V,1600,0.85,0.892,0.9106,0.8831,Gold,02/01/2018
Positivo Tecnologia S.A.,PI-T200G-D(01),TFX,200,0.8113,0.8782,0.9115,0.8929,Gold,19/12/2017
Dell,D240EPA-00,Other,240,0.8653,0.9044,0.9274,0.9132,Platinum,19/12/2017
Cougar,CGR GD-650,ATX12V,650,0.8355,0.8884,0.9105,0.8857,Gold,19/12/2017
Cougar,CGR GD-750,ATX12V,750,0.8516,0.8941,0.9101,0.8793,Gold,19/12/2017
Cougar,CGR GD-550,ATX12V,550,0.8377,0.8881,0.909,0.8821,Gold,19/12/2017
Dell,L155EBA-00,Custom,155,0.8138,0.8761,0.9043,0.8963,Gold,18/12/2017
Dell,L240EPA-00,Custom,240,0.8649,0.9112,0.9314,0.9184,Platinum,18/12/2017
Fujitsu,S26113-E600-V50,Custom,180,0.798,0.8482,0.8707,0.8486,Bronze,13/12/2017
"HP, Inc.",PA-4501-1,ATX12V,500,0.8821,0.9185,0.9184,0.8858,Gold,13/12/2017
Lite-On Technology Corporation,PS-7501-5,ATX12V,500,0.8267,0.8714,0.878,0.8264,Bronze,13/12/2017
Dell,HU460EGM-00,ATX12V,460,0.8416,0.8885,0.9043,0.8819,Gold,12/12/2017
"HP, Inc.",PA-3401-1,ATX12V,400,0.8991,0.925,0.9284,0.8997,Platinum,11/12/2017
"HP, Inc.",DPS-500AB-36 A,Custom,500,0.8689,0.9065,0.9127,0.876,Gold,08/12/2017
AcBel Polytech Inc.,PCH021,Custom,180,0.8817,0.9101,0.9293,0.9034,Platinum,07/12/2017
AcBel Polytech Inc.,PCH022,Custom,250,0.8684,0.9104,0.9271,0.9018,Platinum,07/12/2017
Hanmi Micronics Inc.,HPT-700BR-F12S,ATX12V,700,0.8091,0.8565,0.8647,0.825,Bronze,06/12/2017
Hanmi Micronics Inc.,HPT-500BR-F12S,ATX12V,500,0.7849,0.8391,0.8553,0.8222,Bronze,06/12/2017
Hanmi Micronics Inc.,HPT-600BR-F12S,ATX12V,600,0.7998,0.8484,0.8617,0.8279,Bronze,06/12/2017
AcBel Polytech Inc.,PCH020,Custom,180,0.8726,0.9056,0.9287,0.9053,Platinum,06/12/2017
"Sky Hub Tech Co., Ltd",SKY700F-G12,EPS12V,700,0.8709,0.9064,0.9076,0.8753,Gold,06/12/2017
CSL Computer GmbH & Co. KG,600W Power Boost 80+ Gold Edition,ATX12V,600,0.8366,0.8881,0.9091,0.8806,Gold,05/12/2017
"Sky Hub Tech Co., Ltd",SKY500F-G12,EPS12V,500,0.8338,0.8984,0.9051,0.8831,Gold,05/12/2017
"Sky Hub Tech Co., Ltd",SKY600F-G12,EPS12V,600,0.7937,0.8817,0.9064,0.8756,Gold,05/12/2017
POWERPC COMERCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,BPC/500-80PLUS/B,ATX12V,500,0.7759,0.8311,0.8652,0.8443,Bronze,04/12/2017
MERCORIENTAL IMPORTAÇÃO E EXPORTAÇÃO LTDA,GT750,ATX12V,750,0.7687,0.8345,0.8665,0.8311,Bronze,04/12/2017
SilverStone Technology Inc.,SST-ET750-HG,"ATX12V, PS2",750,0.8673,0.9051,0.9112,0.8708,Gold,04/12/2017
SilverStone Technology Inc.,SST-ET550-HG,"ATX12V, PS2",550,0.8491,0.8945,0.9073,0.8729,Gold,04/12/2017
SilverStone Technology Inc.,SST-ET650-HG,"ATX12V, PS2",650,0.8497,0.8951,0.9083,0.8726,Gold,04/12/2017
LC-Power,LC750 V2.31 Platinum Series,"ATX12V, EPS12V",750,0.9044,0.9273,0.9282,0.8956,Platinum,01/12/2017
AcBel Polytech Inc.,PCH019,Other,180,0.8754,0.9006,0.92,0.8913,Platinum,01/12/2017
AcBel Polytech Inc.,PCH023,Other,180,0.8648,0.8989,0.9129,0.8828,Gold,01/12/2017
LC-Power,LC550 V2.31 Platinum Series,"ATX12V, EPS12V",550,0.8927,0.9174,0.9254,0.8979,Platinum,30/11/2017
"HP, Inc.",DPS-180AB-30 A,SFF,180,0.8576,0.9001,0.9136,0.8879,Gold,22/11/2017
Dell,AC155EBA-00,Other,155,0.8139,0.8482,0.8707,0.8693,Bronze,20/11/2017
Dell,AC300EBM-00,ATX12V,300,0.7865,0.8284,0.8601,0.8336,Bronze,20/11/2017
AcBel Polytech Inc.,PCH006,ATX12V,300,0.7865,0.8284,0.8601,0.8336,Bronze,20/11/2017
AcBel Polytech Inc.,APH002,Other,155,0.8139,0.8482,0.8707,0.8693,Bronze,20/11/2017
1st Player,PS-400AX,ATX12V,400,0.8007,0.8522,0.8747,0.8511,Bronze,17/11/2017
1st Player,PS-1300DK,EPS12V,1300,0.825,0.8818,0.9044,0.8823,Gold,17/11/2017
CFD Sales Inc.,KRPW-BK750W/85+,"ATX12V, EPS12V",750,0.8107,0.8471,0.863,0.8246,Bronze,16/11/2017
Lite-On Technology Corporation,PA-3251-1,ATX12V,250,0.8929,0.9239,0.9245,0.8974,Platinum,16/11/2017
Positivo Tecnologia S.A.,PI-T180G-I(01),TFX,180,0.8403,0.8901,0.9121,0.904,Gold,16/11/2017
"HP, Inc.",PA-1181-6HC,Other,180,0.8689,0.9104,0.924,0.9014,Platinum,16/11/2017
CFD Sales Inc.,KRPW-BK650W/85+,"ATX12V, EPS12V",650,0.802,0.8512,0.8666,0.8314,Bronze,15/11/2017
CFD Sales Inc.,KRPW-BK550W/85+,"ATX12V, EPS12V",550,0.8055,0.8574,0.8711,0.8357,Bronze,15/11/2017
CFD Sales Inc.,KRPW-BK450W/85+,"ATX12V, EPS12V",450,0.7749,0.8377,0.863,0.8322,Bronze,15/11/2017
SilverStone Technology Inc.,SST-ST1500-TI,"ATX12V, EPS12V",1500,0.9258,0.9458,0.9425,0.9126,Titanium,15/11/2017
SilverStone Technology Inc.,SST-ST1300-TI,"ATX12V, EPS12V",1300,0.9061,0.9377,0.9423,0.9142,Titanium,15/11/2017
SilverStone Technology Inc.,SST-ST1100-TI,"ATX12V, EPS12V",1100,0.9165,0.9359,0.9413,0.9185,Titanium,14/11/2017
SilverStone Technology Inc.,SST-ET750-G,"ATX12V, EPS12V",750,0.8675,0.9056,0.9144,0.8756,Gold,14/11/2017
SilverStone Technology Inc.,SST-ET550-G,"ATX12V, PS2",550,0.8288,0.8847,0.9071,0.8777,Gold,14/11/2017
SilverStone Technology Inc.,SST-ET650-G,"ATX12V, PS2",650,0.8426,0.8935,0.9106,0.8808,Gold,14/11/2017
"HP, Inc.",D16-180P1B,Custom,180,0.847,0.8939,0.9206,0.9003,Gold,09/11/2017
Thermaltake,SMART 550,EPS12V,550,0.8268,0.8979,0.9128,0.8885,Gold,06/11/2017
Corsair,75-003437 (CP-9020172) (VS650),ATX12V,650,0.8102,0.854,0.8605,0.8153,Standard,03/11/2017
Dell,L260EPM-00,Other,260,0.889,0.9221,0.9324,0.9092,Platinum,02/11/2017
Dell,L200EPS-00,Other,200,0.8827,0.92,0.9346,0.9184,Platinum,02/11/2017
Dell,H155EBA-00,Custom,155,0.8311,0.8745,0.8917,0.8927,Silver,02/11/2017
"Sea Sonic Electronics Co., Ltd.",SSR-450GB3,"ATX12V, EPS12V",450,0.7804,0.8405,0.8651,0.8422,Bronze,01/11/2017
"Sea Sonic Electronics Co., Ltd.",SSR-600TL Active PFC F3,"ATX12V, EPS12V",600,0.9028,0.935,0.9432,0.9296,Titanium,01/11/2017
"Sea Sonic Electronics Co., Ltd.",SSR-450GB2,"ATX12V, EPS12V",450,0.7804,0.8405,0.8651,0.8422,Bronze,01/11/2017
Lenovo,PA-1181-5,Custom,180,0.8691,0.9139,0.9292,0.9063,Platinum,30/10/2017
Lenovo,PA-1151-5,Custom,150,0.8667,0.9121,0.9304,0.9149,Platinum,30/10/2017
TDK-Lambda,TES300,1U,150,0.8075,0.8753,0.9186,0.9279,Gold,25/10/2017
Be Quiet,E11-850W,ATX12V,850,0.8761,0.9075,0.9166,0.8816,Gold,24/10/2017
Be Quiet,E11-650W,ATX12V,650,0.864,0.9012,0.9106,0.8782,Gold,24/10/2017
Be Quiet,E11-1000W,ATX12V,1000,0.8673,0.9042,0.9119,0.8778,Gold,24/10/2017
Be Quiet,E11-750W,ATX12V,750,0.884,0.9087,0.9173,0.8831,Gold,24/10/2017
Be Quiet,E11-550W,ATX12V,550,0.8624,0.9004,0.9112,0.8791,Gold,23/10/2017
Be Quiet,E11-450W,ATX12V,450,0.8529,0.8972,0.9149,0.8907,Gold,23/10/2017
Corsair,RPS0101 (CP-9020171) (VS550),ATX12V,550,0.7989,0.845,0.8564,0.8166,Standard,20/10/2017
"Tsunami Co., Ltd",BLACK STORM 850W,EPS12V,850,0.83,0.8827,0.9043,0.8746,Gold,20/10/2017
Corsair,RPS0100 (CP-9020170) (VS450),ATX12V,450,0.7813,0.8344,0.8509,0.8109,Standard,19/10/2017
CFD Sales Inc.,KRPW-GK650W/90+,"ATX12V, EPS12V",650,0.86,0.9017,0.9097,0.8788,Gold,19/10/2017
CFD Sales Inc.,KRPW-GK750W/90+,"ATX12V, EPS12V",750,0.8692,0.9051,0.9086,0.8712,Gold,19/10/2017
ApextechUSA LLC.,STG-850,ATX12V,850,0.8512,0.8952,0.9066,0.873,Gold,18/10/2017
ApextechUSA LLC.,STG-750,ATX12V,750,0.8441,0.8882,0.9033,0.8732,Gold,18/10/2017
ApextechUSA LLC.,STG-650,ATX12V,650,0.8218,0.879,0.9017,0.8748,Gold,18/10/2017
Solytech,STW-500SDA,ATX12V,500,0.7803,0.8325,0.855,0.8205,Bronze,18/10/2017
CFD Sales Inc.,KRPW-GK550W/90+,"ATX12V, EPS12V",550,0.8459,0.8922,0.91,0.8807,Gold,18/10/2017
"HP, Inc.",D17-310P1A,Custom,310,0.8748,0.911,0.9187,0.881,Gold,17/10/2017
"HP, Inc.",PA-1181-3HC,Other,180,0.8602,0.9073,0.9234,0.8998,Platinum,17/10/2017
"HP, Inc.",PA-1181-3HB,Other,180,0.8815,0.9167,0.9148,0.8826,Gold,17/10/2017
Dell,L360EGM-00,Other,360,0.8526,0.8961,0.9112,0.8815,Gold,17/10/2017
"HP, Inc.",PCG007,Other,310,0.8821,0.9041,0.9133,0.8814,Gold,17/10/2017
EVGA,1000 PQ,ATX12V,1000,0.8772,0.9126,0.9211,0.893,Platinum,16/10/2017
EVGA,750 PQ,ATX12V,750,0.8729,0.9088,0.9222,0.8943,Platinum,16/10/2017
EVGA,850 PQ,ATX12V,850,0.8787,0.9148,0.923,0.8984,Platinum,16/10/2017
FSP Technology Inc.,HGE450,ATX12V,450,0.8105,0.8755,0.9016,0.8817,Gold,13/10/2017
Lenovo,APH003,Other,150,0.8516,0.8835,0.9047,0.8931,Gold,13/10/2017
GAMEMAX,GX-550,ATX12V,550,0.8134,0.871,0.9004,0.8821,Gold,12/10/2017
GAMEMAX,RGB-550,ATX12V,550,0.8134,0.871,0.9004,0.8821,Gold,12/10/2017
"High Power Electric Co., Ltd.",GP500B-HP+,ATX12V,500,0.8048,0.8746,0.9089,0.8995,Gold,11/10/2017
"HP, Inc.",PA-1181-6HY,Other,180,0.8782,0.9149,0.9181,0.8834,Gold,10/10/2017
Dell,D200EPS-00,Other,200,0.8616,0.9035,0.9265,0.9099,Platinum,10/10/2017
Dell,D260EPM-00,Other,260,0.8769,0.9158,0.9251,0.8992,Platinum,10/10/2017
FSP Technology Inc.,HGD450,ATX12V,450,0.815,0.877,0.9056,0.8887,Gold,09/10/2017
FSP Technology Inc.,HGD550,ATX12V,550,0.8228,0.8805,0.9042,0.882,Gold,09/10/2017
FSP Technology Inc.,HGD650,ATX12V,650,0.8327,0.8891,0.9083,0.8844,Gold,09/10/2017
FSP Technology Inc.,HPT1200M,ATX12V,1200,0.8752,0.9105,0.9248,0.9045,Platinum,06/10/2017
Lenovo,PCH016,ATX12V,250,0.8813,0.9064,0.9251,0.9019,Platinum,06/10/2017
Lenovo,PCH015,SFX,260,0.8798,0.9107,0.9266,0.8964,Platinum,05/10/2017
Dell,D850EF-01,Custom,850,0.8613,0.8932,0.9049,0.8711,Gold,05/10/2017
HuntKey,HK600-12PP,ATX12V,500,0.8517,0.8961,0.9098,0.8859,Gold,02/10/2017
